"","rownames","bia_di","bii_di","bit_di","che_de","che_di","elb_di","wri_di","kne_di","ank_di","sho_gi","che_gi","wai_gi","nav_gi","hip_gi","thi_gi","bic_gi","for_gi","kne_gi","cal_gi","ank_gi","wri_gi","age","wgt","hgt","AgeGroup","Sex"
"131",378,35.9,25.1,28.2,18.1,26.1,11.6,8.5,16.8,11,98.4,85.8,71,85,92.7,57.3,28.4,23.6,34.2,34,19.8,13.8,20,58,162.8,"20-29","Female"
"132",379,35,27.1,30.1,19.5,24.9,12.4,9.9,18.2,12.5,96.8,85.9,69.1,77.2,94.1,56.2,28.9,23.1,35,34.4,20,15,20,59.8,167,"20-29","Female"
"133",380,35.2,24.4,29.8,15.1,26,13,9.2,17.3,12.2,103.9,82.5,66.1,74.9,93.8,54.2,27.8,24,35.3,33.7,22,14.6,23,54.8,160,"20-29","Female"
"134",381,34.9,26.2,28.5,14.6,23.5,10.4,8.7,16,11.1,92.7,74.5,59.5,65.5,78.8,46.3,23.2,20.8,31.6,29.6,18.6,13.8,20,43.2,160,"20-29","Female"
"135",382,36,28.1,31,18.8,27.4,11.5,9.7,17.5,12.8,105,89.4,71.5,80.6,96,56.9,26.8,22,33.8,33.5,21.1,15.3,28,60.5,168.9,"20-29","Female"
"136",383,36.4,27.7,29.8,17,25,11.2,9,16.9,12.2,94,80.3,65,73.3,84.9,50.8,25,22.2,31.6,31.6,18.8,14.2,23,46.4,158.2,"20-29","Female"
"137",384,35.5,27.7,30.7,20.6,24.9,11.6,8.9,17.9,11.5,101.5,85.6,71.5,82,97.5,63,28.4,23.5,39.1,38.2,20.4,14.4,19,64.4,156,"18-19","Female"
"138",385,34.1,18.7,27.2,16.1,24.6,11.2,9.5,16.1,11.9,92,83,63,72,86,53,24.1,22,30,31.2,20.4,14.4,28,48.8,160,"20-29","Female"
"139",386,37.1,25,29.3,17.1,28.1,13,10.9,17.5,13,108.5,88.2,70,81.2,96.8,59.8,30.1,25.2,35.8,35,21.7,16,19,62.2,167.1,"18-19","Female"
"140",387,35.2,26,30.4,17.3,25.5,11.1,9,17.1,12,93.8,85.5,70.4,82.4,93.5,57.5,28.3,21.9,33.1,32.8,19,13.9,29,55.5,158,"20-29","Female"
"141",388,37.5,26,29.4,17.6,26.5,12.3,10.4,18.3,12.7,99.8,80.6,64.3,75,93,55.6,28.2,23.8,35.6,35.5,22,15.5,32,57.8,167.6,"30-39","Female"
"142",389,36.3,24.9,31,16.6,27.7,12.5,10,18.1,13,100.3,81,66,73.2,90.2,54.8,26.8,23.8,34.7,34.5,21.4,15.2,20,54.6,156,"20-29","Female"
"143",390,37.2,26,28.5,18.8,25,12.3,9.7,18.4,13,101.5,83.6,70.5,78.5,91.9,56.8,30.5,24.3,35.8,36.9,20.4,15.7,28,59.2,162.1,"20-29","Female"
"144",391,37.6,27.7,30.2,17.4,25.7,12,9.1,17.5,12.1,94.7,79.4,62,73,88.5,53.6,24.7,22.4,33.5,33,19.4,14.5,36,52.7,173.4,"30-39","Female"
"145",392,33.6,24.3,27.9,18.2,24.7,11,8.4,16.6,11.1,103.1,82.9,67.6,73.9,90.2,56.4,30.2,24.2,34.1,33.8,20.6,14.8,22,53.2,159.8,"20-29","Female"
"146",393,34.5,29.2,31.9,18.3,23.6,11,9.3,18.7,12.4,94.5,83.2,65,80.9,97.6,62.2,27.2,22.8,38.6,37.4,20.6,14.8,20,64.5,170.5,"20-29","Female"
"147",394,36,27.1,31.4,18.5,24.6,11.9,9.4,15.9,11.9,97.1,78.1,64,75.9,95,55.9,25.2,23,32.3,34.8,20.3,13.4,22,51.8,159.2,"20-29","Female"
"148",395,35.4,27,29,17.8,25,11.6,9.2,18.2,12.1,98,82.4,70.5,81.6,98,61.4,27.2,23.2,35.6,30.5,20.1,14.6,32,56,157.5,"30-39","Female"
"149",396,35.8,28.3,30.2,19.2,24.9,12,9.2,18.4,14.2,102.4,90,79.2,95.2,97.4,61.7,27.8,23.4,36,35.7,23.8,14.1,40,63.6,161.3,"40-49","Female"
"150",397,38.3,28.3,32.4,18.7,28.3,13.9,10.6,18.9,14,109.1,92.4,71.1,91.5,98.2,55.3,29.6,24.6,34.3,36.6,20.7,15.6,40,63.2,162.6,"40-49","Female"
"151",398,33.8,28.7,32.9,17.7,23.5,12.6,9.4,18.2,13.2,94.7,86.7,74.7,90.8,100,59.4,31,23.7,35.7,34,20.9,14.2,42,59.5,160,"40-49","Female"
"152",399,36.9,31.1,33.8,16.8,26.6,13,9.8,18.4,13.8,98.2,84,62.9,76.8,95.5,52.8,26.4,23.1,34.6,32.3,20.4,14.7,40,56.8,168.9,"40-49","Female"
"153",400,34.9,28,33.1,18,26.1,12.6,9.6,18.8,12.2,101.5,86,70.6,91.9,101.9,62,29.1,24.2,37.2,33.1,19.9,15,44,64.1,165.1,"40-49","Female"
"154",401,35.1,28.3,29.7,18.2,27.3,13,9.3,17.7,13.8,96.6,84.5,61.6,81,87.6,51.6,27.4,23.7,32.4,32.9,20.3,14.6,30,50,162.6,"30-39","Female"
"155",402,37.4,30.2,34.2,21.6,28.3,13.2,10,19.6,14.1,106.1,91.2,74.2,98.2,102.6,61.5,31.4,25,37.6,41.9,24.3,15.4,28,72.3,165.1,"20-29","Female"
"156",403,36.9,27.5,31.1,16.3,26.6,12.8,9.8,18,14,100.1,81.1,65.5,82.3,90.4,53.3,26.8,22.3,34.2,33.4,21.5,14.5,37,55,166.4,"30-39","Female"
"157",404,36,28,30.4,16.3,26.4,12.2,9.2,17.6,12.8,105.3,87.6,67.7,84.2,92,54.3,28.2,23.8,33,32.7,18.8,14.7,40,55.9,160,"40-49","Female"
"158",405,32.9,26.6,32.2,18.5,25.2,12,8.4,19.4,12,99.8,88.2,72.9,97.4,102.2,60.1,29.9,24.1,33.8,33.5,21,15.1,45,60.4,152.4,"40-49","Female"
"159",406,38.3,31.7,37.4,19.2,28.5,13.2,9.3,18.6,13.8,103.9,88.2,72.1,96.3,106.7,62,27.3,23.1,34.6,35.6,23.5,14.7,35,69.1,170.2,"30-39","Female"
"160",407,37.6,30.7,35.6,24.7,32.2,14,10.6,21.2,14.5,111,104.2,93.4,111.1,109.8,67.7,35.7,28.6,41.5,38.6,22.3,17.3,41,84.5,162.6,"40-49","Female"
"161",408,36.7,28,31.7,17.3,27.3,13.1,10.6,18.4,13.4,99,84.8,60.7,78,89.1,52.6,26.6,22.8,32.5,34.6,21.2,14.1,27,55.9,170.2,"20-29","Female"
"162",409,38.9,25.2,31.5,17.3,24.2,12.9,9.8,18,12.8,102.5,84.3,69.2,85.3,93,53.9,27.9,23.7,35.5,33.1,21.9,15.1,20,55.5,158.8,"20-29","Female"
"163",410,37.8,28,32,16.8,28.3,12.7,9.8,18.1,13.2,105.6,91,75.5,90.7,98.6,62.7,31.5,24.8,37.2,35.4,20.3,14.6,24,69.5,172.7,"20-29","Female"
"164",411,38,31.7,32.9,22.3,25.2,12.4,10,19.6,13.8,99.5,90.5,85.6,111.7,112.1,64.3,31.3,25,35.5,38,21,14.6,36,76.4,167.6,"30-39","Female"
"165",412,38.7,30.4,31.3,18.7,26.8,12.4,10,19.4,13.6,106.5,89.6,71.6,92.7,95,56.8,27.2,24.3,36.2,35.8,20.1,14.6,27,61.4,162.6,"20-29","Female"
"166",413,37.1,27.1,32.6,17.3,26.6,13.2,10.3,19,14.4,104.1,89.3,75.5,98.9,100.2,57.8,30.3,23.8,37.3,37,22.5,15.1,32,65.9,167.6,"30-39","Female"
"167",414,35.8,30.2,33.5,20.6,27.5,12.4,9.4,18.4,13,99.7,90,73.7,92.7,101.2,57.4,28.1,23.3,33.9,33.3,21.2,14.9,64,58.6,156.2,"60-69","Female"
"168",415,38.5,30.4,35.1,18.2,27.3,13.8,10.7,19,14.4,106.6,88.2,67.9,86.9,100.8,60.2,31,26.6,36.6,38.5,22.2,16,21,66.8,175.2,"20-29","Female"
"169",416,38.5,30.8,35.1,15.8,27.3,13.1,10.6,18.6,14.2,97.2,83.5,71.2,83,96.5,52.4,25.2,21.7,33.7,32.1,21,15,32,56.6,172.1,"30-39","Female"
"170",417,36,30.2,32.9,18.7,27.8,12.4,9.6,18.4,14.2,100.8,91,69.3,85.9,93.2,55.4,29.7,24.1,34.8,34.6,21.5,14.6,35,58.6,162.6,"30-39","Female"
"171",418,34,26.4,29.9,19.2,27.5,11.8,9.4,17.3,12.4,100.7,88.2,75.6,94.7,95.8,58.5,30,22.2,34.6,32.6,19.9,13.7,41,55.9,160,"40-49","Female"
"172",419,38.3,26.6,33.3,18.2,26.4,13.1,10.8,20,13.8,99.1,82.2,63.8,81.8,97.6,59,27.8,23.6,35.9,35.5,22.6,15.4,40,59.1,165.1,"40-49","Female"
"173",420,38.7,33.3,33.8,20.9,30.2,14,10.5,18.9,14.8,108.9,98.9,83.6,108.6,108.3,63,31.9,26,38.1,36.4,24.5,16,29,81.8,182.9,"20-29","Female"
"174",421,36.9,29,33.5,20.9,30.2,12.7,9.6,18.6,14.2,109.8,97.9,84.9,98,102.4,59.9,32,25.7,37.6,33.7,21.6,15.5,40,70.7,166.4,"40-49","Female"
"175",422,35.8,26.6,31.1,18.5,24.7,12.4,9.6,17.9,13.8,99.5,81.7,66,85,94.3,56.4,28,21.1,32.1,34.3,21,14.4,24,56.8,165.1,"20-29","Female"
"176",423,36.7,29,32,19.7,25.6,12.4,10,18.6,13,100.5,86.1,68.3,85.3,96.5,55.1,26,22.6,33.9,33.7,21.8,15,23,60,177.8,"20-29","Female"
"177",424,36.7,28,31.1,19.4,27.5,12.9,10,17.9,14,97.4,87.1,63.8,88.3,94,56.1,28.1,24,33.1,35.2,22.1,16,41,58.2,165.1,"40-49","Female"
"178",425,37.6,31.3,33.5,17,25.4,12.4,9.4,19.2,11.5,105,76.8,73.6,106.3,106.2,61.7,31.4,26.2,39.6,39.1,24.8,16.2,44,72.7,175.3,"40-49","Female"
"179",426,35.1,23.7,31.1,18.5,25.9,12.8,10,17.7,12.8,102.9,87.9,76.3,93.8,98.6,55.5,31.2,23,32.3,31.3,20.3,15.1,53,54.1,154.9,"50-59","Female"
"180",427,35.3,23.3,28.3,15.3,24.7,12.4,10.2,17.1,13.4,93.9,81.6,58.8,77.4,89.3,51.6,25.4,22.4,33.8,32.4,21,14.8,19,49.1,158.8,"18-19","Female"
"181",428,38.5,26.6,34,22.3,26.6,13.8,10.7,20,15.5,114.2,92.3,78,100.9,106.9,65.5,31.7,26.3,38.5,39.7,22.8,15.6,24,75.9,172.7,"20-29","Female"
"182",429,37.8,29.4,32.2,15.8,27.5,11.8,9.8,18.2,13.8,95.9,81.3,64.5,80.8,91.9,53.4,25.1,23.1,34.6,32.7,21.4,14.6,25,55,168.9,"20-29","Female"
"183",430,35.1,25.6,29.9,16.8,24.9,12.6,9.6,18.2,12.5,98.7,82.2,65.8,80.2,89.1,55.4,28.4,22.9,33.6,35,19.7,14.8,20,57.3,161.3,"20-29","Female"
"184",431,32.4,30.2,33.8,15.3,25.6,12.2,10.2,17.9,13.4,91.2,78.6,62.5,84.5,95.5,57.3,27.4,22.4,35.1,35.7,20.4,14.8,34,55,167.6,"30-39","Female"
"185",432,39.2,31.3,33.8,17.7,29.7,13.2,9.6,17.8,14.4,105.1,94.3,77.5,93.9,101.1,61.6,28.3,23,36.5,34.6,21.9,14.7,32,65.5,165.1,"30-39","Female"
"186",433,38.3,30.8,35.6,17,26.8,13.6,10.4,19,13.6,102.3,89.5,70,89.6,98.9,55,29.3,25,35.6,36.6,22.5,16.4,24,65.5,175.3,"20-29","Female"
"187",434,32.9,20.9,28.5,19,23,12.2,9.1,16,12.7,93.1,81,59.4,73.7,83.3,50.2,26.9,22.5,31.7,30.7,20.5,15.2,29,48.6,157.5,"20-29","Female"
"188",435,38,28.3,31.1,17.7,26.1,12.2,10.2,17.3,13,101.7,85.4,68.3,84,94,57.3,29.8,24.7,32.7,34.3,21.7,15.4,31,58.6,163.8,"30-39","Female"
"189",436,37.8,32,33.8,16.8,26.6,13.4,10.4,18.8,13.4,105,86.2,77.9,96,100.1,60.7,28.4,24.3,34.7,34.5,20.9,14.9,34,63.6,167.6,"30-39","Female"
"190",437,34.2,29.2,31.1,18,25.9,12.8,9.8,17.6,13.4,96.4,85.3,68.3,88,93.8,54.7,27.7,24.4,32.7,33,19.6,14.9,36,55.2,165.1,"30-39","Female"
"191",438,37.6,31.3,35.3,20.2,27.3,11.3,9.4,18.9,13.8,103.5,86.1,72,91.9,103.9,57.5,27.4,22.4,36.3,37.9,23.4,14.5,32,62.7,165.1,"30-39","Female"
"192",439,35.3,25.4,31.3,17.3,25.4,12.4,10,17.5,13.6,99.8,84.5,62.7,78.3,93.5,52.5,24.2,23.3,32.8,36.1,22,14.8,39,56.6,168.9,"30-39","Female"
"193",440,34.9,27.3,32.2,17.7,25.4,12.6,9,17.4,12.2,87,72.6,58,82.9,90.2,52.5,23.1,21,35.5,36.4,20.3,13,37,53.9,162.6,"30-39","Female"
"194",441,37.4,32,34.7,19.7,25.9,13,10,18.4,13.4,105.2,90,72.7,97.2,100.2,57.9,30.5,23.7,36.3,34.3,20.5,14.8,52,63.2,164.5,"50-59","Female"
"195",442,36.2,31.1,34.7,21.1,26.8,12.9,10.4,18.6,14,102.1,95.8,85.4,105.2,109.5,68.3,29.7,24.5,40.3,37,22.4,15.3,24,73.6,176.5,"20-29","Female"
"196",443,38.9,29,33.1,16.3,25.9,12.2,10.2,18.8,13.8,101.3,85.5,67.3,86.9,97.6,58.8,27.2,22.6,38.3,35.6,21,14.6,33,62,168.9,"30-39","Female"
"197",444,36,30.4,32.9,18.2,24.7,13.4,10.5,19.5,13.6,99.6,85.7,70.8,92.1,96.9,57.9,29.3,24.2,36.5,35.3,20.3,15.4,42,63.6,175.3,"40-49","Female"
"198",445,33.3,25.9,29.9,18,25.6,12,9.2,17.6,12.9,99.4,85.4,67.4,85.9,90.3,54.7,26.9,22.3,32.8,29.5,18.7,13.7,34,53.2,159.4,"30-39","Female"
"199",446,37.4,29.4,32.6,19.9,27.1,13.4,10.2,18.4,14.1,99.4,79.1,66,85,94.8,57.4,26.8,22.9,32.2,32.6,19.2,14.6,37,53.4,160,"30-39","Female"
"200",447,34.7,29.4,31.5,17.7,24.9,13.4,9.6,18.4,13.4,99,84.4,63.6,84.9,92.7,54.4,26.7,23.7,33.5,33.6,20.2,14.6,39,55,170.2,"30-39","Female"
"201",448,38.7,28,34.7,16.3,28.5,13.6,10.4,20.4,14.3,108.2,90,71.7,95.8,108.4,68.5,28.7,25.9,40.5,39.5,23.3,15.6,41,70.5,162.6,"40-49","Female"
"202",449,36.2,28.3,31.3,16.3,25.4,12.2,9.6,16.8,12.9,96.4,82.9,73.6,86.9,94.7,52.9,25,21,31.6,30.2,19.3,13.6,36,54.5,167.6,"30-39","Female"
"203",450,37.6,27.8,31.1,19.9,25.9,12.9,9.6,17.2,13.8,101.4,87.3,66.9,83.3,90.6,54.4,28.9,23.8,33.9,33.9,20.8,15.5,19,54.5,162.6,"18-19","Female"
"204",451,34.9,26.1,29,16.5,25.6,12,9.2,17.3,13.2,98.2,85.3,65.5,76.7,90.8,56.4,27.3,24.3,33.1,35,20.7,14.2,22,55.9,160.7,"20-29","Female"
"205",452,34.7,24.7,32,17.7,25.2,12.8,10.4,18.4,13.8,100.6,87.3,70.4,91.1,96.7,55.6,29.9,23.7,35.3,33.8,23,16.3,23,59,160,"20-29","Female"
"206",453,34,26.8,32.2,17.3,28.7,11.2,9.1,17.4,12.9,108.4,93.2,80.3,98,101.2,61.2,31,23.6,34.6,35.6,20,14.3,36,63.6,157.5,"30-39","Female"
"207",454,37.8,28.5,33.5,18,27.1,12.9,10.4,18.6,13.4,100.8,84.7,65,84.5,94.7,54.8,28.9,24.4,34.7,34.8,22.5,15.3,45,54.5,162.6,"40-49","Female"
"208",455,35.1,27.8,30.6,16.3,26.8,11.6,9.6,17.2,12,94.8,78,60.4,79.2,87,49.5,26.8,22.7,33.2,31.5,18.8,14.7,25,47.3,152.4,"20-29","Female"
"209",456,39.2,29.9,34.9,18.5,26.4,14.3,10.8,19.6,14.4,108.2,90.7,75.3,96.3,103.6,59.9,31.5,25.4,35.7,35.8,21.1,16.3,67,67.7,170.2,"60-69","Female"
"210",457,35.1,29.9,35.3,18,28.5,13.8,10.5,20,14.3,110.7,95,83.4,100.5,107.5,67.4,34.2,28.3,40.9,41.2,23.4,15.6,26,80.9,165.1,"20-29","Female"
"211",458,37.1,29.2,32,18,26.1,13.2,10.2,19.2,14.4,102.6,88.7,72.2,87.8,96.1,61.1,29.5,24.6,39.1,38.7,26,15.5,21,70.5,172.7,"20-29","Female"
"212",459,35.8,29.4,30.8,17,26.6,12.2,10.8,17.6,13.4,98.1,86.6,70.1,86.2,97.6,55.6,27.6,23.7,34.9,32,21.1,15.3,33,60.9,165.1,"30-39","Female"
"213",460,35.3,26.8,31.7,18.5,23.3,11.5,9.2,17.8,12.6,92,82.5,69.8,86.4,100.2,59,26.7,23.3,33.5,33.1,19.6,14.2,25,63.6,170.2,"20-29","Female"
"214",461,37.6,26.8,31.1,16.5,24,11.8,10.2,18.4,12.8,98.6,81.4,66.4,78.5,91.6,54.6,24.2,21.2,33,34.3,20.2,15,24,54.5,170.2,"20-29","Female"
"215",462,35.8,29,30.6,18,24.2,12.4,10.5,17.9,13.4,96.1,79.9,61.7,79.7,94.7,56.5,25.5,23.2,36.7,36.2,22,14.8,21,59.1,170.2,"20-29","Female"
"216",463,36,29.2,33.5,17.5,27.8,11.6,10.5,18.7,14.2,107.7,91.1,76.4,98.3,107,64.5,32.8,24.8,36.5,36.2,23.9,15.5,35,70.5,161.3,"30-39","Female"
"217",464,35.6,28.3,28,14.4,23.7,11.7,9.6,16.4,13,95.4,80.1,63.8,72.5,86.3,51.5,24.4,22,32,32.6,21,14,27,52.7,167.6,"20-29","Female"
"218",465,37.1,27.8,31.7,20.6,26.4,12.4,10.4,18.2,13.2,99.3,86.4,70.2,86.7,97.8,58.5,28.3,24.9,35.5,36.3,21.4,15.3,27,62.7,167.6,"20-29","Female"
"219",466,35.6,30.2,32.9,21.8,26.8,13,11,20.6,14.3,115.2,105.2,88.2,106.5,107.9,63.1,30.3,25.2,39.2,38.4,23.1,16.4,26,86.3,165.1,"20-29","Female"
"220",467,35.1,29.4,33.1,17.7,27.3,12.8,10.3,18.7,13.6,96.7,91.1,75.8,94.4,103.3,60.5,30.4,24.8,36.8,35.9,21.8,15.5,25,66.4,162.6,"20-29","Female"
"221",468,35.8,26.8,30.4,23.3,25.6,12.4,10.3,17.5,13,109,96.7,81.5,94.1,94.9,54.8,31.2,25.8,34.4,37.3,21.8,14.6,44,67.3,152.4,"40-49","Female"
"222",469,37.4,29.4,31.7,16.5,25.9,12.2,10.8,19.4,14.3,95.1,80.5,67.4,77.7,95.1,56.3,27,24.3,36.2,36.7,23.7,15.9,29,63,168.9,"20-29","Female"
"223",470,38.9,28.5,34,19.2,27.5,13.3,10.3,19.1,14.2,108.4,90.4,78.3,95.4,104.9,63.1,32.8,27,39.4,39.1,23,16.5,26,73.6,170.2,"20-29","Female"
"224",471,37.4,29,32.9,17.7,23.5,12.7,10,18.2,13.8,98.2,84.1,65.9,83.7,96.3,57,26.6,23.7,35.6,34,21.7,15.1,23,62.3,175.2,"20-29","Female"
"225",472,37.6,28.3,29.4,16.8,25.4,13.2,10,17.8,14.2,99.7,84.2,62.4,81.4,90.4,53.2,25.8,23,34.5,31,19.2,14.7,32,57.7,175.2,"30-39","Female"
"226",473,35.1,26.6,29.2,17,24.4,11.8,9.4,17,12.2,94.4,82.5,65.6,81.8,92.8,56.2,28.8,24.7,33,34.6,21.7,15.8,32,55.4,160,"30-39","Female"
"227",474,38,33.3,37.8,20.6,28.3,15,11.5,22.6,13.8,127.1,106.9,96.2,121.1,128.3,72.3,35.9,30.6,49,45.4,24.1,17.8,43,104.1,165.1,"40-49","Female"
"228",475,36.7,25.2,29.2,18.5,24.2,12,9,17,11.8,94.9,79.9,62.5,74,87.6,51.6,25.7,21.9,31.7,34.7,18.5,13.9,32,55.5,174,"30-39","Female"
"229",476,35.6,29.9,33.5,18.2,24.9,13.2,11,19.2,13.8,98.9,93,80.5,98.8,107.2,63,34.1,27.6,38.8,38.2,22.2,16.3,41,77.3,170.2,"40-49","Female"
"230",477,35.6,30.8,33.8,26.8,27.1,12.4,10.2,18.2,14,106.4,96.3,86.1,107.4,112,69.4,31.7,25.5,39.4,38.7,23.7,16.3,33,80.5,160,"30-39","Female"
"231",478,35.6,27.3,31.7,17.5,27.3,12.4,9.8,17.6,12.7,102.2,86.8,71.3,85.7,94,59.2,31.1,24.4,35.9,34.4,21.2,14.2,28,64.5,167.6,"20-29","Female"
"232",479,37.8,29,32.4,20.6,28.5,12.7,9.1,18.2,13.2,110.3,95.3,79.4,90.9,102.7,63,29.9,24.9,38.7,36.3,21.3,15.5,28,72.3,167.6,"20-29","Female"
"233",480,40.9,28.7,29.2,18.2,27.3,12.9,9.6,16.8,13.4,107.3,93,72.3,89,92,54.7,28.8,23.2,35,34.2,20.5,14.8,25,61.4,167.6,"20-29","Female"
"234",481,34,25.9,29.4,20.2,24.2,11.4,9.6,16.6,12.6,95,86.4,67.4,86.7,98.4,59.1,29.3,23.1,35.6,37.4,22.5,14.4,38,58.2,154.9,"30-39","Female"
"235",482,34.9,31.3,31.7,20.9,31.5,13,9.6,17.8,13.7,115.6,109,94.2,110.5,103.5,57.8,35.7,25.6,34.8,35.5,19.5,15,37,81.8,162.6,"30-39","Female"
"236",483,35.8,31.5,32.6,17.5,25.2,12.9,9.8,17.9,13.4,99.3,86.2,67,85.3,96.7,56.2,27,22.3,37,33,21.6,15,25,63.6,175.3,"20-29","Female"
"237",484,36.5,27.5,30.8,18.5,24.5,11.6,9.6,17,11.7,93.1,85.3,69.5,86.2,90.6,51.7,24.4,22.1,33.9,30.8,19.9,14.1,37,53.4,171.4,"30-39","Female"
"238",485,32.9,26.8,28.7,16.3,24.4,11,8.6,16.4,12.6,94.9,84.2,66.4,79.3,92,53.4,24.9,22.3,32.5,31.7,21.7,13.4,27,54.5,157.5,"20-29","Female"
"239",486,36.9,28.5,31.5,15.6,27.8,11.6,9.8,17.2,12.9,100,83.7,67.6,84.1,90.4,52.4,25.6,23,34.5,32.5,21.7,14.6,27,53.6,165.1,"20-29","Female"
"240",487,35.8,29.4,32,18,25.9,11.8,9.8,18,12.7,98.6,86.5,66.6,87.5,96.7,59.3,27.3,24,36,34.9,21.4,14.6,20,60,160,"20-29","Female"
"241",488,39.4,28.3,30.2,21.6,29.7,12.8,10.5,19.5,14.4,107.2,98.2,69.7,86,94.9,59.1,29.9,25,37.7,37.7,23.7,16.2,19,73.6,174,"18-19","Female"
"242",489,36.5,28.3,29.7,17.7,26.4,12,10,17.1,12.8,98.3,88,72,86,95.5,57.3,27.6,23.3,35.2,31.9,19.6,15.4,32,61.4,162.6,"30-39","Female"
"243",490,35.8,27.3,28.5,18.2,23.5,11.2,10.2,17.5,12.9,92.4,80.4,64.5,81.7,88.4,52.4,25.5,23,34.5,32.7,20.3,14.9,26,55.5,174,"20-29","Female"
"244",491,34.4,29.7,31.7,17.5,24.7,12.6,10.2,17.7,12.4,93,86,72.3,91.7,97.8,59.1,31,26.3,39.9,39.7,21.6,15.4,56,63.6,162.6,"50-59","Female"
"245",492,36.5,26.6,30.8,16,24.9,12.6,10.7,17,13,99.5,86.4,69.1,87.8,95.4,59.5,28.3,24.7,35.6,34.6,23,16.6,23,60.9,161.3,"20-29","Female"
"246",493,38.5,25.6,31.7,17,25.6,11.8,10.2,16.8,12.9,92.8,87.6,74.7,77,97.7,57,28.1,23.1,34.4,32.7,20.9,15.2,19,60,156.2,"18-19","Female"
"247",494,35.3,25.4,28.5,15.1,24.9,10.6,10.4,17,12.6,95.9,80.9,60.8,77.4,84.6,51,26.8,22.8,34.4,33.1,21,15.4,31,46.8,149.9,"30-39","Female"
"248",495,36.2,28.7,27.8,16,23.7,12.4,10.2,17.9,13.2,96.1,82.1,66.9,82.4,91.6,53.4,26.2,22.6,35,35.2,22.4,15.2,34,57.3,169.5,"30-39","Female"
"249",496,34.9,28.7,32.9,16.8,26.8,13.4,10.8,17.9,12.9,98.5,89.3,68.8,90.8,103.3,63,29.6,25.1,34.4,35,21,15.9,34,64.1,160,"30-39","Female"
"250",497,38.7,29.7,32,15.8,26.4,12.8,10.5,18.4,13.8,103.8,85.3,63.7,85.3,96.3,55.5,26.4,23,36.5,34.1,21.3,15,24,63.6,175.3,"20-29","Female"
"251",498,37.6,25.2,29,19.2,27.1,14,11,18.9,13.2,105,89,71.2,86.1,93.5,56.1,30.2,24.4,37,37.5,22.6,15.7,22,67.3,169.5,"20-29","Female"
"252",499,34.7,29.4,33.5,17.7,25.4,12.4,10.8,20.2,12.8,100.2,94.1,79.6,103.5,104.3,66.5,36.9,29,40.3,37.9,24.6,16.4,34,75.5,160,"30-39","Female"
"253",500,37.8,29.7,31.3,18.5,26.6,13.4,11.2,18.4,14.2,99.1,90.8,77.9,90.6,96.3,56.2,28.1,24.3,38.2,36.6,22.3,15.4,30,68.2,172.7,"30-39","Female"
"254",501,39.8,27.5,31.5,19.4,29,13.1,10.4,17.6,13.8,107.6,97,69.6,90.2,98.3,56.3,32,25.1,32.3,33.8,20.8,15.9,32,61.4,162.6,"30-39","Female"
"255",502,36.5,29.7,34,20.2,28.5,13.3,9.8,18.9,12.4,104,95.4,86,107.1,112.1,64.4,32.3,26.4,35.7,37,21.4,15.8,40,76.8,157.5,"40-49","Female"
"256",503,38,30.4,32.9,17,27.1,12.9,10.4,19.5,14.4,108.4,91.8,69.9,90.4,101,60.6,30.3,25.4,37.7,37.9,22.4,15.4,29,71.8,176.5,"20-29","Female"
"257",504,35.3,28.7,30.4,17.7,25.6,12.4,9.8,17.3,13.6,99.3,87.3,63.5,79.2,89.5,55.2,30.1,23.6,35.6,33.3,22.4,15.2,21,55.5,164.4,"20-29","Female"
"258",505,34.7,24.9,24.7,17.3,24.2,12,10.2,18,13.6,91.9,78.1,57.9,75.1,86.9,51.8,27.4,24,34.4,34.1,21.2,15.5,33,48.6,160.7,"30-39","Female"
"259",506,38.5,29,32.9,15.3,25.6,12,9.8,18.6,13.3,107.1,90.9,72.2,89.4,98.6,59,30.6,24.9,38.4,36.6,22,15.5,33,66.4,174,"30-39","Female"
"260",507,35.6,29,29,20.4,26.8,13.4,10.8,18.7,13.8,100.5,97.1,80.4,100.8,102.2,57.4,33.2,25.5,39.6,35.9,23,16.4,38,67.3,163.8,"30-39","Female"
